scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,sam2_best_iou,sam2_best_candidate_id,gt_superpoint_count,reliable_superpoint_count,sampled_seed_count,failure_stage
scene0474_04,1188019,poster,3085,0.12326687177847924,0.0,-1,31,0,0,无可靠超点
scene0496_00,16027,window,1061,0.1157506908197728,0.9298245614035088,17,6,1,1,sam2_已覆盖
scene0496_00,16030,window,938,0.19869942196531792,0.0,-1,7,0,0,无可靠超点
scene0578_02,19015,monitor,470,0.0,0.5548996458087367,5,6,5,0,sam2_已覆盖
scene0593_01,7005,cabinet,7895,0.1008092485549133,0.2817094443060055,15,39,4,3,sam2_已覆盖
scene0606_00,13023,pillow,786,0.0726525017135024,0.0,-1,7,1,1,已采样但轨迹或三维提升未恢复
scene0606_00,132033,storage bin,515,0.2084176446782679,0.0,-1,6,0,0,无可靠超点
scene0606_00,185035,tray,677,0.017857142857142856,0.4741506646971935,7,8,8,2,sam2_已覆盖
scene0606_00,1163036,object,264,0.19924528301886793,0.9041095890410958,11,1,1,1,sam2_已覆盖
scene0606_01,13031,pillow,621,0.030225409836065573,0.0,-1,5,0,0,无可靠超点
scene0606_01,185027,tray,602,0.24447513812154695,0.0,-1,10,1,1,已采样但轨迹或三维提升未恢复
scene0645_01,13041,pillow,431,0.09491301475445937,0.0,-1,2,0,0,无可靠超点
scene0645_01,97017,recycling bin,528,0.2165572942958102,0.0,-1,10,0,0,无可靠超点
scene0645_01,161061,doorframe,3593,0.035987182647276315,0.03241530587375092,1,24,2,1,已采样但轨迹或三维提升未恢复
scene0658_00,7009,cabinet,323,0.021544715447154472,0.0,-1,6,0,0,无可靠超点
scene0663_02,52016,whiteboard,325,0.0,0.0,-1,3,0,0,无可靠超点
scene0664_02,8018,shelf,1005,0.24622271964185785,0.373134328358209,10,15,2,2,sam2_已覆盖
scene0693_02,157017,soap dish,110,0.0,0.689873417721519,4,3,3,3,sam2_已覆盖
scene0697_03,16028,window,1146,0.12310667096358363,0.09899034240561896,10,7,6,1,已采样但轨迹或三维提升未恢复
scene0697_03,86026,blinds,5311,0.09422947384177831,0.5619891008174387,10,21,5,2,sam2_已覆盖
scene0699_00,5019,door,793,0.032514658247570626,0.0006903353057199211,2,6,4,2,已采样但轨迹或三维提升未恢复
scene0699_00,47038,bag,490,0.0,0.0,-1,3,0,0,无可靠超点
