scene_name,left,right,contact_count,contact_ratio,mean_boundary_distance,mean_normal_difference,mean_color_difference
scene0011_00,19,37,86,1.6862745098039216,0.03447965627839399,0.020940176276273505,0.03751408500694345
scene0011_00,19,40,29,0.19333333333333333,0.04032533930550362,0.001847337032186574,0.01167792987463803
scene0011_00,19,41,47,0.3357142857142857,0.03815769760849628,0.0004856751320209909,0.009220666717737913
scene0011_00,20,35,8,0.36363636363636365,0.04214748414233327,4.3801963329315186e-05,0.022362599556799978
scene0011_00,20,41,7,0.3181818181818182,0.03961076347955635,9.577614920479911e-05,0.015329531460468258
scene0011_00,20,631,39,1.7727272727272727,0.039939246737422086,0.0029503718400612855,0.06256591492833999
scene0011_00,21,26,119,2.087719298245614,0.02464500071966097,0.16202090567901356,0.01894835298176573
scene0011_00,21,40,45,0.7894736842105263,0.03129085292004877,0.1558270533879598,0.037768934056576754
scene0011_00,21,164,108,1.894736842105263,0.028924889552096527,0.1736809362967809,0.04532702673761243
scene0011_00,22,23,9,0.09090909090909091,0.042924373928043574,0.009854820039537217,0.028626513046522934
scene0011_00,22,25,15,0.28846153846153844,0.033460847288370135,0.03930235703786214,0.013744598565002283
scene0011_00,22,35,15,0.29411764705882354,0.04185595512390137,0.0028046369552612305,0.03864535661414266
scene0011_00,22,39,70,2.0,0.03149196270055005,0.03215621028627668,0.03227551142419023
scene0011_00,23,27,77,2.566666666666667,0.03440235805540503,0.04306823092621642,0.0446277513144562
scene0011_00,23,30,19,0.25333333333333335,0.03286570849779405,0.1489082982665614,0.02868406420671626
scene0011_00,23,35,26,0.5098039215686274,0.0388385488723333,0.0007284031464503362,0.038632020918437496
scene0011_00,23,611,27,0.47368421052631576,0.03639129597555708,0.008832008750350387,0.029743884569378914
scene0011_00,24,26,61,2.772727272727273,0.029481029718137177,0.08715851580510374,0.04496258509452226
scene0011_00,24,33,13,0.5909090909090909,0.036880109315881364,0.019315930513235238,0.06087072361977054
scene0011_00,24,34,17,0.7727272727272727,0.026699043700800222,0.6457344468902139,0.156289571622277
scene0011_00,25,29,91,1.75,0.027290650832743107,0.44586812663864306,0.05257664245788704
scene0011_00,25,36,43,1.5357142857142858,0.03087314502011205,0.21945513265077457,0.04184768038671897
scene0011_00,26,34,24,0.1643835616438356,0.027251458455187578,0.16984517872333527,0.08923348134461169
scene0011_00,26,40,133,0.8866666666666667,0.02895092512866048,0.08416593343691718,0.014322100394524466
scene0011_00,26,164,54,0.3576158940397351,0.026845424815460487,0.32345559530788,0.09180189381112103
scene0011_00,28,29,103,1.0842105263157895,0.03606147264826645,0.03097086681902987,0.017505509358405776
scene0011_00,28,38,62,0.6526315789473685,0.03733066063854964,0.016966650562901652,0.027202638703578662
scene0011_00,28,40,24,0.25263157894736843,0.030397311318665743,0.14108459651470184,0.04546779429074377
scene0011_00,28,164,6,0.06315789473684211,0.03106970526278019,0.04042198260625204,0.07368484822412331
scene0011_00,28,181,27,0.8181818181818182,0.03382902730394293,0.08152554874066953,0.03312796430179366
scene0011_00,29,31,49,0.9423076923076923,0.02600456804645305,0.05443390169922186,0.036167750624483644
scene0011_00,29,40,33,0.22,0.026339430982867878,0.11401214563485348,0.03143749013543129
scene0011_00,29,167,70,1.4893617021276595,0.02624713560300214,0.2478236768926893,0.29410728377157025
scene0011_00,29,178,70,2.2580645161290325,0.02112646484747529,0.5965498413358415,0.080813538509288
scene0011_00,29,181,47,1.4242424242424243,0.029100714845860257,0.16658426726118047,0.25705434662349363
scene0011_00,29,191,3,0.09375,0.017915374599397182,0.424838383992513,0.04712104673186938
scene0011_00,29,197,73,1.0,0.03321957468272072,0.06800497313068338,0.061928421673556305
scene0011_00,29,199,43,0.45263157894736844,0.024440621329081612,0.5106128980947096,0.15532480309132574
scene0011_00,30,35,5,0.09803921568627451,0.03811066746711731,4.271268844604492e-05,0.016753076668828727
scene0011_00,30,571,36,0.48,0.025665511157260172,0.33954041533999973,0.10500588863053256
scene0011_00,30,582,6,0.17647058823529413,0.027861969235042732,0.010681798060735067,0.20057563856244087
scene0011_00,30,611,115,2.017543859649123,0.02767150873804222,0.419636188900989,0.039921120675685616
scene0011_00,30,622,5,0.07246376811594203,0.033164553344249725,0.04394197463989258,0.09235423039644956
scene0011_00,30,625,74,0.9866666666666667,0.02704337361344212,0.33305259814133514,0.08266715488295902
scene0011_00,30,631,64,1.0666666666666667,0.030505693241138943,0.40697250980883837,0.025665958328318084
scene0011_00,31,39,44,1.2571428571428571,0.03416974965313619,0.003196324814449657,0.02845344916832718
scene0011_00,31,40,39,0.75,0.027595902578188822,0.11031894806103829,0.020929715625989515
scene0011_00,32,34,5,0.10416666666666667,0.0370122317224741,0.000632023811340332,0.008044266467913985
scene0011_00,32,196,52,1.2682926829268293,0.03499337167550738,0.01480466929765848,0.019213906260959517
scene0011_00,33,34,49,2.0416666666666665,0.03329904080957782,0.3387631311708567,0.14368484655813296
scene0011_00,34,164,44,0.3013698630136986,0.029709793627262115,0.07956765592098236,0.06359819843518463
scene0011_00,34,173,48,1.8461538461538463,0.02730097419892748,0.06489655499656995,0.048709023074479774
scene0011_00,34,184,59,0.4041095890410959,0.032577867351346095,0.012531203738713668,0.017326505566647245
scene0011_00,34,196,20,0.4878048780487805,0.03425698345527053,0.006374460458755493,0.009434211417101324
scene0011_00,35,39,17,0.4857142857142857,0.03787288047811564,0.0008705959600560806,0.031974848962443715
scene0011_00,35,41,21,0.4117647058823529,0.038396201318218595,0.00016998960858299617,0.018553051654072034
scene0011_00,37,41,20,0.39215686274509803,0.038808740023523566,0.0018690317869186402,0.011533161473926157
scene0011_00,37,612,65,1.8571428571428572,0.03504100897564338,0.023338769032404973,0.05614935857458757
scene0011_00,38,40,72,0.48,0.03371981217060238,0.06932566977209514,0.03740666129225348
scene0011_00,38,164,183,1.2119205298013245,0.03330762029874846,0.025647468254214427,0.04315873841459919
scene0011_00,39,40,12,0.34285714285714286,0.038865580378721155,0.001297876238822937,0.025254171962539356
scene0011_00,39,41,24,0.6857142857142857,0.039615821869422994,0.00047818074623743695,0.02893772630098586
scene0011_00,40,41,41,0.29285714285714287,0.037816314435586695,0.0004143976583713438,0.012711722892141196
scene0011_00,40,164,8,0.05333333333333334,0.03394712181761861,0.00420968234539032,0.011362707329681143
scene0011_00,41,609,53,0.37857142857142856,0.027368915574800857,0.3669660372554131,0.034734177587659294
scene0011_00,41,612,10,0.2857142857142857,0.03373215608298778,0.09660320878028869,0.008922680607065558
scene0011_00,41,622,41,0.5942028985507246,0.0279492723823684,0.3291272651858446,0.14407071316751038
scene0011_00,41,624,3,0.13043478260869565,0.028812193622191746,0.044221083323160805,0.12475261340538661
scene0011_00,41,631,23,0.38333333333333336,0.03706180733507094,0.14279815943344779,0.02578371352232669
scene0011_00,42,54,8,0.1,0.022152727062348276,0.2824414297938347,0.04549920646240935
scene0011_00,42,82,33,0.4714285714285714,0.019460135816850445,0.4315264839114565,0.02199236422805398
scene0011_00,42,88,53,0.6625,0.020336566945397348,0.5179081964042952,0.041249547597407454
scene0011_00,42,115,24,0.3,0.01840194663964212,0.5539650867382685,0.007207575360856329
scene0011_00,42,144,164,4.1,0.018283817547986785,0.481691490586211,0.013492316382414684
scene0011_00,43,57,105,0.5965909090909091,0.018526633145908515,0.48272625207901,0.06660568227193185
scene0011_00,43,72,3,0.0967741935483871,0.024646033222476642,0.456546684106191,0.23586551596721014
scene0011_00,43,86,79,0.9875,0.019901001472261887,0.595054523854316,0.047883428129237855
scene0011_00,43,97,79,1.490566037735849,0.018282715950302685,0.5199391600451891,0.06511852551617106
scene0011_00,43,117,52,1.2093023255813953,0.021072435103213556,0.5845188819445096,0.15586106930501187
scene0011_00,43,137,46,0.6666666666666666,0.017883261655578794,0.5418350126432336,0.11891101756254616
scene0011_00,43,142,37,0.36633663366336633,0.020802541988322865,0.5436980740444081,0.18408439629333648
scene0011_00,43,154,7,0.10294117647058823,0.01609502001000302,0.47145702157701763,0.01721374670575772
scene0011_00,44,67,51,0.9107142857142857,0.023811586876856347,0.33559347484626023,0.14901019428747103
scene0011_00,44,153,99,0.8608695652173913,0.02489524349720791,0.07815338084191988,0.4324080369087181
scene0011_00,44,209,27,0.32926829268292684,0.022072887565526698,0.21533005546640466,0.09167186065611464
scene0011_00,44,218,124,3.6470588235294117,0.021449310701310394,0.5271157463712077,0.13265462614212847
scene0011_00,45,62,36,1.44,0.025002657875625625,0.1620221899615394,0.20305407994116345
scene0011_00,45,70,30,0.75,0.024659431632608177,0.3194365660349528,0.19105679815014204
scene0011_00,45,143,29,0.725,0.023866114559872396,0.3832739571045185,0.36490977179772893
scene0011_00,45,146,90,2.25,0.022557604612989557,0.35719072288937037,0.1967045828079184
scene0011_00,46,101,25,0.8928571428571429,0.019282607175409795,0.3519957256317139,0.028466391991823912
scene0011_00,46,123,117,4.178571428571429,0.017082907904226046,0.6134395156151209,0.04148902228046368
scene0011_00,46,140,33,1.1785714285714286,0.018968193848250492,0.43944044546647504,0.03150232105205456
scene0011_00,46,157,24,0.8571428571428571,0.014314323605503887,0.5642132063706716,0.040734304037565984
scene0011_00,47,56,29,0.9666666666666667,0.024730591713611423,0.18405935065499668,0.2729618701569993
scene0011_00,47,85,115,3.8333333333333335,0.02361404345897229,0.30237178543339605,0.15205570901541607
scene0011_00,47,90,9,0.34615384615384615,0.028039669204089377,0.030452390511830647,0.3292837234524389
scene0011_00,47,96,43,1.5925925925925926,0.026102627042767612,0.2584060555280641,0.24517403087080564
scene0011_00,47,104,7,0.23333333333333334,0.027410831302404404,0.33918763058526175,0.21142769658139773
scene0011_00,47,148,4,0.13333333333333333,0.03275429271161556,0.3513208329677582,0.3393884031102061
scene0011_00,47,155,11,0.36666666666666664,0.026373904198408127,0.13019467483867297,0.3119162558154626
scene0011_00,48,64,71,1.392156862745098,0.020468716234178612,0.28089945752855755,0.030794846858094697
scene0011_00,48,66,23,0.7666666666666667,0.01734181793163652,0.5496412152829377,0.06952507421374321
scene0011_00,48,76,19,0.37254901960784315,0.0230283733261259,0.08360953707444041,0.022965232057398872
scene0011_00,48,95,62,1.2156862745098038,0.029170519612248865,0.06033883460106388,0.01775672346083147
scene0011_00,48,115,26,0.5098039215686274,0.025316689772388108,0.45121156252347505,0.07037637532294656
scene0011_00,48,126,4,0.12903225806451613,0.027215607464313507,0.14541175961494446,0.016864284640178084
scene0011_00,48,129,90,1.7647058823529411,0.022501215323184928,0.28565203547477724,0.0391729951551598
scene0011_00,49,50,30,0.9375,0.031226345089574656,0.6202202796936035,0.3731461035087705
scene0011_00,49,91,78,2.6,0.025524476949030008,0.4679966790553851,0.17071376473177224
scene0011_00,49,98,4,0.125,0.03391391783952713,0.5724388659000397,0.1117790574207902
scene0011_00,49,121,43,1.34375,0.024670247486684213,0.3893945522086565,0.2848354105209542
scene0011_00,49,155,29,0.90625,0.028011407157213522,0.08269658170897386,0.35759600093748806
scene0011_00,49,203,6,0.1875,0.029355473816394806,0.05998009443283081,0.2465450925131639
scene0011_00,50,98,57,1.0,0.021420748316143687,0.3512069990760402,0.03793189936448215
scene0011_00,50,121,192,4.923076923076923,0.023682459703801822,0.3183872305477659,0.10369320405152394
scene0011_00,50,203,41,0.7454545454545455,0.030550064700769215,0.4218764726708575,0.2317741650906278
scene0011_00,51,56,31,0.5,0.02330272203131068,0.44252547717863516,0.3006858454281164
scene0011_00,51,90,13,0.5,0.032429206829804644,0.1137477709696843,0.27430218658768213
scene0011_00,51,132,99,1.596774193548387,0.02509122695585694,0.4766478959960167,0.5549642033310551
scene0011_00,51,138,71,1.7317073170731707,0.02306138680801845,0.6589705188509444,0.06570917379740678
scene0011_00,52,64,15,0.12396694214876033,0.017904523015022277,0.1385376811027527,0.03592172063266238
scene0011_00,52,69,13,0.43333333333333335,0.016452347931380455,0.48123992864902204,0.03141476307064295
scene0011_00,52,77,53,2.2083333333333335,0.01962403752753195,0.4994960978346051,0.05796315326390542
scene0011_00,52,79,102,0.864406779661017,0.01796649680838135,0.47427786039371117,0.050751693950801646
scene0011_00,52,99,4,0.07272727272727272,0.01713195350021124,0.24986325204372406,0.018895966466516256
scene0011_00,52,100,12,0.2727272727272727,0.018313893388646346,0.6387192110220591,0.06766478418527792
scene0011_00,52,114,68,0.8947368421052632,0.020690799793502426,0.4605633414843503,0.04427712020354674
scene0011_00,52,125,27,0.22131147540983606,0.02448126370156253,0.04589468019979971,0.11203957968219011
scene0011_00,52,135,40,0.8333333333333334,0.016612406400963665,0.41302489787340163,0.0908028881298378
scene0011_00,52,159,56,0.9180327868852459,0.020999942191078196,0.20680765062570572,0.060910566668358763
scene0011_00,53,115,48,1.92,0.025756119420596708,0.28479545811812085,0.049844249471789226
scene0011_00,53,126,28,1.12,0.024278920709288547,0.7202517922435488,0.02794469627718042
scene0011_00,53,130,13,0.52,0.03520668355318216,0.3213543387559744,0.07613070115733606
scene0011_00,53,151,80,3.2,0.025142325833439828,0.6045868866145611,0.03518150658055674
scene0011_00,54,74,129,3.4864864864864864,0.021537931527682515,0.36886266913524896,0.23760793188428
scene0011_00,54,82,67,0.9571428571428572,0.02133155675299132,0.27049539694145547,0.10137642212142584
scene0011_00,54,115,34,0.22972972972972974,0.025994566762272048,0.5556179407764884,0.07308694736018558
scene0011_00,54,144,12,0.3,0.022071767365559936,0.37872108817100525,0.04534384592746695
scene0011_00,55,78,36,1.2,0.01852730114478618,0.594257167643971,0.03911841968591842
scene0011_00,55,88,47,1.5666666666666667,0.02434812545617844,0.2776755601801771,0.03154658811028175
scene0011_00,55,110,64,2.1333333333333333,0.02002367352542933,0.5071539087221026,0.055711146036628634
scene0011_00,55,115,33,1.1,0.021200896325436504,0.6635712854789965,0.02461182156747038
scene0011_00,56,76,47,0.5465116279069767,0.02698904220411118,0.5733964240297358,0.022209640706275055
scene0011_00,56,90,49,1.8846153846153846,0.027898016518780162,0.2109449226029065,0.0897188506811401
scene0011_00,56,96,23,0.8518518518518519,0.022346546023112278,0.20419850038445514,0.3429103202955878
scene0011_00,56,98,5,0.08771929824561403,0.021251770295202733,0.8221818923950195,0.3220270201563835
scene0011_00,56,103,41,0.47674418604651164,0.02628916040880651,0.15766828816111494,0.08041985581697124
scene0011_00,56,145,55,1.1,0.02556766728785905,0.4863097483461553,0.016840539961545303
scene0011_00,56,148,55,1.0,0.02297329336235469,0.7385546435009349,0.05879250528629531
scene0011_00,57,86,58,0.725,0.0244486838868209,0.7261257346334129,0.13302674277781926
scene0011_00,57,102,45,1.2857142857142858,0.03066002053933011,0.18346817625893486,0.15051693740404315
scene0011_00,57,109,86,2.0476190476190474,0.020687535881649618,0.4090212465718735,0.05697288048226213
scene0011_00,57,117,79,1.8372093023255813,0.018743196891361398,0.4729090038734146,0.08552288183871704
scene0011_00,57,122,23,0.36507936507936506,0.030535209600044334,0.01847526042357735,0.09486561345503382
scene0011_00,57,138,99,2.4146341463414633,0.020697881049015605,0.31825426792857625,0.08878808977515107
scene0011_00,57,193,5,0.056179775280898875,0.03007611781358719,0.07210699319839478,0.14020232018083334
scene0011_00,58,59,106,0.8760330578512396,0.027530087632531265,0.2624178950516683,0.40425151806184145
scene0011_00,58,60,46,0.45098039215686275,0.03338287734305081,0.05708403043124987,0.34805625417958136
scene0011_00,58,86,36,0.45,0.03226751466799113,0.0729540271891488,0.4474855566190349
scene0011_00,58,116,27,0.2872340425531915,0.029458097044240544,0.06012430897465459,0.30315868920405153
scene0011_00,58,136,28,0.6511627906976745,0.027677733218297362,0.028345567839486257,0.45831897641931263
scene0011_00,58,139,55,1.5277777777777777,0.02672606405209411,0.15232305309989236,0.160127087674019
scene0011_00,58,153,3,0.02608695652173913,0.03689802438020706,0.01014941930770874,0.07639940828084946
scene0011_00,58,154,26,0.38235294117647056,0.030580448774764173,0.0857904117840987,0.23455093063127536
scene0011_00,58,185,8,0.21621621621621623,0.02725451730657369,0.03421623259782791,0.41288015618920326
scene0011_00,58,193,16,0.1797752808988764,0.03242870047688484,0.011588849127292633,0.02693006442859769
scene0011_00,59,176,33,0.6875,0.02146510212597522,0.675560839248426,0.15712802556597374
scene0011_00,59,185,103,2.7837837837837838,0.020703939110655517,0.42830033672666085,0.13531309958475018
scene0011_00,60,66,16,0.5333333333333333,0.017862769542261958,0.5865229442715645,0.280859807273373
scene0011_00,60,80,139,1.3627450980392157,0.01946650231056076,0.5272684015816064,0.15205445163715764
scene0011_00,60,129,32,0.4050632911392405,0.018005254678428173,0.6476416401565075,0.22009029105538502
scene0011_00,60,136,55,1.2790697674418605,0.022465486705980517,0.19374488592147826,0.3176685986871069
scene0011_00,60,154,31,0.45588235294117646,0.021722256896957275,0.16579462828174715,0.08009014282405617
scene0011_00,61,80,18,0.5142857142857142,0.022704394585970376,0.36386843853526646,0.22491192683163616
scene0011_00,61,97,81,2.3142857142857145,0.016972793179943605,0.5791002445750766,0.09887709594504149
scene0011_00,61,137,85,2.4285714285714284,0.01729903018978589,0.613446679536034,0.11579126600340447
scene0011_00,61,154,3,0.08571428571428572,0.017085035021106403,0.6698469519615173,0.24173274139563242
scene0011_00,62,70,32,1.28,0.02391964479465969,0.38417050428688526,0.13455718732438982
scene0011_00,62,143,29,1.16,0.026710770799425142,0.5433738313872238,0.17892270278314065
scene0011_00,63,65,37,0.8604651162790697,0.023746389870506687,0.4699169477900943,0.010253052711738524
scene0011_00,63,82,40,0.5714285714285714,0.02166066374629736,0.26973673701286316,0.2704003473510966
scene0011_00,63,88,13,0.14772727272727273,0.020617364690853998,0.18829679489135742,0.17132318370903915
scene0011_00,63,89,60,1.7142857142857142,0.019962434105885527,0.4846627046664556,0.023583677092877526
scene0011_00,63,110,40,0.975609756097561,0.02111030847299844,0.28029620349407197,0.04539961438276805
scene0011_00,63,216,49,0.6282051282051282,0.023513252276699155,0.4816088542646291,0.13283348355765398
scene0011_00,64,66,29,0.9666666666666667,0.019643594607197005,0.4091568322017275,0.07006479969151833
scene0011_00,64,69,12,0.4,0.022042448710029323,0.20537444452444711,0.04484170547220856
scene0011_00,64,76,154,1.2727272727272727,0.01897231666613128,0.33788797298035067,0.028212867743734802
scene0011_00,64,77,57,2.375,0.020363207922823597,0.3846932660069382,0.04864982219020787
scene0011_00,64,80,94,0.8468468468468469,0.01703368071862992,0.3850270598492724,0.03364968604774789
scene0011_00,64,129,20,0.25316455696202533,0.020981480134651065,0.6675369650125503,0.07877496923319996
scene0011_00,64,135,59,1.2291666666666667,0.01676420156323051,0.5599087880829633,0.022857558147950194
scene0011_00,64,156,53,1.394736842105263,0.018178083898745617,0.6272332083504155,0.04251815165164617
scene0011_00,65,89,49,1.4,0.02067888685863237,0.665124849397309,0.06772643757736957
scene0011_00,65,216,67,1.558139534883721,0.021041372026414124,0.5885206274132231,0.05748146686550063
scene0011_00,66,80,5,0.16666666666666666,0.025989872589707374,0.7190184473991394,0.12881547063589097
scene0011_00,66,129,153,5.1,0.018982370326210276,0.5771525942422207,0.13197558772981507
scene0011_00,67,116,58,1.0357142857142858,0.023649305570870638,0.42227805482930153,0.15936289602441006
scene0011_00,67,153,31,0.5535714285714286,0.02832901033182298,0.10533062104255922,0.4329259458688959
scene0011_00,68,78,18,0.6,0.019378850805676646,0.5382983518971337,0.05969333490874204
scene0011_00,68,81,60,1.8181818181818181,0.017921887167418996,0.6154913624127706,0.0570860429899767
scene0011_00,68,106,51,1.0625,0.024724966974235048,0.4565695606025995,0.055006770800579995
scene0011_00,68,110,52,1.2682926829268293,0.019380993827675972,0.5501200728691541,0.04282268165843561
scene0011_00,69,76,8,0.26666666666666666,0.022934371139854193,0.07637245953083038,0.024972613318823278
scene0011_00,69,135,69,2.3,0.017971960355298244,0.5018594152685525,0.04470868309473862
scene0011_00,69,156,21,0.7,0.01737840764135832,0.5957201180003938,0.005984795346323933
scene0011_00,69,159,3,0.1,0.01947043277323246,0.3252501090367635,0.10539661534130573
scene0011_00,71,118,19,0.48717948717948717,0.030456701685723505,0.0515300945231789,0.2148849096541342
scene0011_00,71,152,67,1.7179487179487178,0.025821478842799343,0.6303774411998578,0.07949367433841993
scene0011_00,71,735,93,2.3846153846153846,0.023707294976839457,0.6665102820242604,0.01493174680859171
scene0011_00,72,142,95,3.064516129032258,0.021093643319449927,0.6335907314953051,0.0714722969275164
scene0011_00,72,158,93,3.0,0.020296369198589556,0.6113280288634761,0.06022819040483365
scene0011_00,73,123,58,2.32,0.018131433833583163,0.6312139291187813,0.08455840885189586
scene0011_00,73,134,47,1.88,0.018378995180605574,0.4121248810849291,0.07068589627940922
scene0011_00,73,140,12,0.48,0.015707171910131972,0.3651745319366455,0.0733949748488764
scene0011_00,73,157,7,0.28,0.018678290769457817,0.5058039341654096,0.07747566513717175
scene0011_00,74,82,39,1.054054054054054,0.02203657538988269,0.5977788506410061,0.20023718261374876
scene0011_00,75,92,35,1.3461538461538463,0.022357907784836633,0.5647543498447963,0.11512415739042418
scene0011_00,76,79,46,0.3898305084745763,0.02895971873532171,0.1982382224953693,0.010134070853540756
scene0011_00,76,95,56,0.875,0.03074579712535654,0.025663507836205617,0.023693806641469046
scene0011_00,76,100,36,0.8181818181818182,0.02414929571871956,0.08384660383065541,0.026149478462886892
scene0011_00,76,103,4,0.041237113402061855,0.03251555562019348,0.6988526880741119,0.010935551952570677
